Designator,Mid X,Mid Y,Rotation,Layer
R127,30.92,15.6,0.0,top
R128,109.99,18.21,90.0,top
R129,102.86,95.44,0.0,top
R13,107.56,53.55,0.0,bottom
R130,3.87,76.64,270.0,top
R131,43.09,20.25,270.0,bottom
R132,81.27,12.39,180.0,bottom
R133,83.61,10.13,270.0,bottom
R134,77.11,10.13,270.0,bottom
R135,85.56,17.07,0.0,bottom
R136,84.48,12.49,0.0,bottom
R137,79.15,13.99,180.0,bottom
R138,88.38,21.08,0.0,bottom
R139,88.38,19.48,0.0,bottom
R14,104.61,49.75,180.0,bottom
R140,81.96,17.99,180.0,bottom
R141,84.12,28.13,180.0,bottom
R142,86.49,25.75,270.0,bottom
R143,79.98,25.76,270.0,bottom
R144,83.69,30.45,90.0,bottom
R145,80.99,28.13,180.0,bottom
R146,81.29,32.75,0.0,bottom
R147,76.98,36.25,180.0,bottom
R148,79.39,35.35,270.0,bottom
R149,75.09,31.65,180.0,bottom
R15,86.79,53.12,90.0,bottom
R150,71.84,38.53,180.0,bottom
R151,74.29,37.65,270.0,bottom
R152,68.79,33.15,90.0,bottom
R153,116.61,30.87,0.0,top
R154,58.9307,33.845,0.0,bottom
R155,58.92308,32.17876,0.0,bottom
R156,55.6541,36.2961,0.0,bottom
R157,50.59,32.75,180.0,bottom
R158,54.5873,29.6413,0.0,bottom
R159,50.0407,28.0538,0.0,bottom
R16,35.042,39.74796,270.0,top
R160,51.78,26.45,0.0,bottom
R161,51.75774,24.80006,0.0,bottom
R162,46.68,28.06,180.0,bottom
R163,63.14,37.86,270.0,bottom
R164,63.1471,34.6324,90.0,bottom
R165,60.696,38.544,0.0,bottom
R166,124.45,85.788,270.0,top
R167,126.736,89.344,270.0,top
R168,2.36,87.67,90.0,top
R169,94.09,34.35,90.0,top
R17,95.78,34.35,270.0,top
R170,56.74,26.97,180.0,bottom
R171,62.81944,31.68346,0.0,bottom
R172,102.1,13.06,270.0,top
R173,76.98,53.65,0.0,bottom
R174,73.92,49.75,180.0,bottom
R175,53.7,53.6,180.0,bottom
R176,59.09,53.12,90.0,bottom
R177,56.75,49.85,180.0,bottom
R178,38.22,53.61,180.0,bottom
R179,43.89,53.12,90.0,bottom
R18,29.07,20.59,180.0,top
R180,41.51,49.75,180.0,bottom
R181,23.04304,55.10226,180.0,bottom
R182,28.39,53.12,90.0,bottom
R183,11.51,30.4,270.0,top
R184,26.08,49.75,180.0,bottom
R185,83.7211,101.4217,90.0,top
R186,4.02,87.67,90.0,top
R187,126.03336,35.410401,0.0,top
R188,5.68,87.67,90.0,top
R189,15.16,11.76,180.0,top
R19,108.26,18.21,270.0,top
R190,19.65,20.41,0.0,top
R191,3.6,31.69,90.0,top
R192,62.83,30.02,0.0,bottom
R193,68.67,54.77,90.0,bottom
R194,5.47,31.67,90.0,top
R195,67.09,52.55,0.0,bottom
R196,63.79,52.55,180.0,bottom
R197,84.3053,108.3051,90.0,top
R199,124.33,99.02,270.0,top
R2,26.99,77.07,0.0,top
R20,107.64,106.95,0.0,top
R200,101.37,32.26,270.0,top
R201,26.09,20.58,180.0,top
R202,52.28,17.85,0.0,bottom
R203,51.9,22.59,0.0,bottom
R204,55.21,22.53,0.0,bottom
R205,58.14,8.79,0.0,bottom
R206,56.59,13.398,180.0,bottom
R207,59.934,13.398,180.0,bottom
R208,71.38,8.73,0.0,bottom
R209,70.76,13.35,0.0,bottom
R21,59.86,102.2,180.0,top
R210,74.14,13.35,0.0,bottom
R211,77.08,17.88,0.0,bottom
R212,76.21,23.31,270.0,bottom
R213,78.86,22.47,180.0,bottom
R214,68.77,29.92,270.0,bottom
R215,71.13,31.6,0.0,bottom
R216,75.3,29.23,90.0,bottom
R22,44.39,102.8,90.0,top
R23,27.91,97.81,270.0,top
R231,112.68,37.02,0.0,top
R232,96.92,13.45,90.0,top
R233,94.92,13.45,90.0,top
R234,90.92,13.45,90.0,top
R235,41.41,13.45,90.0,top
R236,39.41,13.45,90.0,top
R237,35.41,13.45,90.0,top
R238,12.55,13.48,90.0,top
R239,10.55,13.43,90.0,top
R24,79.95,100.85,0.0,top
R240,6.55,13.45,90.0,top
R241,80.5,73.6826,90.0,top
R242,82.24,73.6826,90.0,top
R243,86.13812,72.7826,180.0,top
R244,112.83204,63.23952,270.0,top
R245,84.23812,82.1726,90.0,top
R246,96.31,63.32,270.0,top
R247,28.19,72.92,90.0,top
R248,31.46,72.92,90.0,top
R249,36.41,72.92,90.0,top
R25,36.7,38.94,270.0,top
R250,34.13,81.21,0.0,top
R251,77.82,106.95,180.0,top
R252,54.63,108.72,0.0,top
R253,53.03,106.95,0.0,top
R254,56.23,106.95,180.0,top
R255,38.12,108.72,0.0,top
R256,36.52,106.95,0.0,top
R257,39.72,106.95,180.0,top
R258,21.61,108.72,0.0,top
R259,20.01,106.95,0.0,top
R26,48.85,93.8,270.0,bottom
R260,23.21,106.95,180.0,top
R261,123.26,76.41,180.0,top
R262,123.26,66.71,180.0,top
R263,122.05,13.45,270.0,top
R264,124.74,4.762,90.0,top
R265,121.61,82.28,180.0,top
R266,121.61,72.58,180.0,top
R267,119.24,4.762,270.0,top
R268,124.86,78.18,180.0,top
R269,121.61,78.18,0.0,top
R27,110.84,106.95,180.0,top
R270,124.86,68.48,180.0,top
R271,121.61,68.48,0.0,top
R272,9.91,105.61,270.0,top
R273,92.92,13.45,270.0,top
R274,5.79,100.22,90.0,top
R275,95.67,4.762,90.0,top
R276,11.02,100.22,270.0,top
R277,90.24,4.762,270.0,top
R278,122.36,59.95,270.0,top
R279,37.41,13.45,270.0,top
R28,123.68,106.93,180.0,top
R280,125.24,51.752,90.0,top
R281,40.376,4.762,90.0,top
R282,119.49,51.752,270.0,top
R283,34.534,4.762,270.0,top
R284,8.354,60.95,270.0,top
R285,8.55,13.45,270.0,top
R286,10.99,51.95,90.0,top
R287,11.42,4.762,90.0,top
R288,5.69,51.95,270.0,top
R289,5.578,4.762,270.0,top
R29,92.19,53.6,0.0,bottom
R290,57.648,63.182,270.0,top
R291,40.884,63.436,270.0,top
R292,24.628,63.182,270.0,top
R293,79.74,63.27,270.0,top
R295,103.04,29.98,270.0,top
R296,17.68,100.46,270.0,top
R297,91.72,30.99,270.0,top
R298,27.48,18.92,180.0,top
R299,113.44,14.9,270.0,top
R3,1.9077,38.8615,270.0,top
R30,89.18,49.75,180.0,bottom
R300,5.55,76.64,270.0,top
R301,27.5,9.2,180.0,top
R302,103.78,14.58,270.0,top
R31,95.84,44.86,0.0,top
R32,75.178,89.236,180.0,top
R33,67.97,24.53,270.0,top
R34,107.813,59.64468,90.0,top
R35,91.51,59.64468,270.0,top
R36,74.83,59.76,270.0,top
R37,52.822,59.626,90.0,top
R38,109.62148,59.6768,270.0,top
R39,93.23,59.64468,270.0,top
R4,10.62,37.67,180.0,top
R40,76.53,59.76,270.0,top
R41,54.6,59.626,270.0,top
R42,38.09,59.626,270.0,top
R43,22.46,59.88,270.0,top
R44,119.04,99.02,90.0,top
R45,92.73,108.72,0.0,top
R46,110.84,102.85,0.0,top
R47,23.21,102.85,0.0,top
R48,96.5,100.27,0.0,top
R49,109.69,98.35,180.0,top
R5,109.24,108.72,0.0,top
R50,91.13,106.95,0.0,top
R51,80.6,44.86,180.0,top
R52,51.21138,70.25,90.0,top
R53,50.1,44.86,0.0,top
R54,49.53638,70.25,90.0,top
R55,34.86,44.86,180.0,top
R56,47.867,70.24,90.0,top
R57,19.62,44.86,180.0,top
R58,46.20022,70.24066,90.0,top
R59,63.83,15.16,90.0,top
R6,101.38,28.87,270.0,top
R60,66.92,15.1,270.0,top
R61,4.2826,38.0106,180.0,top
R62,10.0,35.13,90.0,top
R63,10.62,39.43,180.0,top
R64,10.76,32.71,180.0,top
R65,30.35,100.48,0.0,top
R66,30.35,98.81,0.0,top
R67,116.04,34.0,0.0,top
R68,112.04972,60.4388,0.0,top
R69,95.77,60.49,0.0,top
R7,112.66,34.01,180.0,top
R70,78.96,60.57,0.0,top
R71,57.14,60.388,0.0,top
R72,40.63,60.388,0.0,top
R73,24.8,60.36,0.0,top
R74,17.95,18.73,0.0,top
R75,15.16,13.43,0.0,top
